curriculum_track,job_title,skill_name,similarity_score,status,model,computed_at
CS Intelligent Systems,Deep Learning Systems Engineer,nlp,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Deep Learning Systems Engineer,c/c++,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Deep Learning Systems Engineer,natural language processing,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Research Intern - Machine Learning + Data Visualization,express,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Research Intern - Machine Learning + Data Visualization,aws,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Research Intern - Machine Learning + Data Visualization,data visualization,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Research Intern - Machine Learning + Data Visualization,less,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Research Intern - Machine Learning + Data Visualization,ssis,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Research Intern - Machine Learning + Data Visualization,excel,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Research Intern - Machine Learning + Data Visualization,ips,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Research Intern - Machine Learning + Data Visualization,artificial intelligence,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Machine Learning Sr. Software Engineer,machine learning,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Machine Learning Sr. Software Engineer,aws,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Machine Learning Sr. Software Engineer,data visualization,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Machine Learning Sr. Software Engineer,excel,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Machine Learning Sr. Software Engineer,python,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Machine Learning Sr. Software Engineer,pandas,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Machine Learning Sr. Software Engineer,spark,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Machine Learning Sr. Software Engineer,sql,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Software Scientist I - Machine Learning & NLP,oop,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Software Scientist I - Machine Learning & NLP,nosql,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Software Scientist I - Machine Learning & NLP,hadoop,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Software Scientist I - Machine Learning & NLP,machine learning,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Software Scientist I - Machine Learning & NLP,java,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Software Scientist I - Machine Learning & NLP,perl,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Software Scientist I - Machine Learning & NLP,lan,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Software Scientist I - Machine Learning & NLP,python,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Software Scientist I - Machine Learning & NLP,nlp,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Software Scientist I - Machine Learning & NLP,object oriented programming,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Software Scientist I - Machine Learning & NLP,distributed systems,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Software Scientist I - Machine Learning & NLP,docker,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Software Scientist I - Machine Learning & NLP,sql,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Software Scientist I - Machine Learning & NLP,statistics,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,CTO Residency Program,deep learning,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,CTO Residency Program,nifi,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,CTO Residency Program,oop,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,CTO Residency Program,machine learning,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,CTO Residency Program,express,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,CTO Residency Program,ips,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,CTO Residency Program,less,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,CTO Residency Program,ssis,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,CTO Residency Program,wan,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,CTO Residency Program,lan,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,CTO Residency Program,aks,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,CTO Residency Program,artificial intelligence,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Movidius Deep Learning Data Scientist,tensorflow,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Movidius Deep Learning Data Scientist,deep learning,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Movidius Deep Learning Data Scientist,nifi,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Movidius Deep Learning Data Scientist,data analytics,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Movidius Deep Learning Data Scientist,machine learning,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Movidius Deep Learning Data Scientist,computer vision,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Movidius Deep Learning Data Scientist,express,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Movidius Deep Learning Data Scientist,excel,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Movidius Deep Learning Data Scientist,reinforcement learning,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Movidius Deep Learning Data Scientist,bayesian,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Movidius Deep Learning Data Scientist,artificial intelligence,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Deep Learning Compiler Engineer,deep learning,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Deep Learning Compiler Engineer,express,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Deep Learning Compiler Engineer,wan,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Deep Learning Compiler Engineer,c++,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Deep Learning Compiler Engineer,excel,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Deep Learning Compiler Engineer,lan,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Deep Learning Compiler Engineer,c/c++,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Deep Learning Compiler Engineer,software engineering,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Deep Learning Compiler Engineer,natural language processing,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Deep Learning Compiler Engineer,artificial intelligence,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Data Scientist,oop,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Data Scientist,feature engineering,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Data Scientist,data warehousing,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Data Scientist,data visualization,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Data Scientist,scala,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Data Scientist,excel,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Data Scientist,sas,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Data Scientist,lan,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Data Scientist,data pipeline,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Data Scientist,ssis,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Data Scientist,git,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Data Scientist,snowflake,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Data Scientist,data pipelines,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Data Scientist,artificial intelligence,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Data Scientist,sql,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Data Scientist,statistics,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Data Scientist,data wrangling,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Data Scientist,machine learning,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Data Scientist,etl,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Data Scientist,less,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Data Scientist,oop,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Data Scientist,feature engineering,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Data Scientist,data warehousing,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Data Scientist,data visualization,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Data Scientist,scala,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Data Scientist,excel,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Data Scientist,sas,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Data Scientist,lan,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Data Scientist,data pipeline,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Data Scientist,ssis,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Data Scientist,git,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Data Scientist,snowflake,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Data Scientist,data pipelines,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Data Scientist,artificial intelligence,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Data Scientist,sql,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Data Scientist,statistics,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Data Scientist,data wrangling,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Data Scientist,machine learning,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Data Scientist,etl,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Data Scientist,less,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,"Software Engineer, Deep Learning",deep learning,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,"Software Engineer, Deep Learning",machine learning,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,"Software Engineer, Deep Learning",feature engineering,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,"Software Engineer, Deep Learning",computer vision,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,"Software Engineer, Deep Learning",c++,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,"Software Engineer, Deep Learning",python,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Movidius Deep Learning Data Scientist,tensorflow,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Movidius Deep Learning Data Scientist,deep learning,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Movidius Deep Learning Data Scientist,nifi,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Movidius Deep Learning Data Scientist,data analytics,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Movidius Deep Learning Data Scientist,machine learning,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Movidius Deep Learning Data Scientist,computer vision,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Movidius Deep Learning Data Scientist,express,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Movidius Deep Learning Data Scientist,excel,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Movidius Deep Learning Data Scientist,reinforcement learning,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Movidius Deep Learning Data Scientist,bayesian,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Movidius Deep Learning Data Scientist,artificial intelligence,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,"Data Scientist, Digital",deep learning,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,"Data Scientist, Digital",nosql,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,"Data Scientist, Digital",oop,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,"Data Scientist, Digital",keras,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,"Data Scientist, Digital",data visualization,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,"Data Scientist, Digital",scala,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,"Data Scientist, Digital",excel,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,"Data Scientist, Digital",numpy,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,"Data Scientist, Digital",python,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,"Data Scientist, Digital",pandas,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,"Data Scientist, Digital",spark,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,"Data Scientist, Digital",mongodb,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,"Data Scientist, Digital",scikit-learn,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,"Data Scientist, Digital",lan,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,"Data Scientist, Digital",hbase,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,"Data Scientist, Digital",cassandra,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,"Data Scientist, Digital",d3.js,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,"Data Scientist, Digital",git,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,"Data Scientist, Digital",sql,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,"Data Scientist, Digital",statistics,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,"Data Scientist, Digital",tensorflow,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,"Data Scientist, Digital",machine learning,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,"Data Scientist, Digital",data mining,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,"Data Scientist, Digital",wan,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,"Data Scientist, Digital",hive,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,"Data Scientist, Digital",matlab,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Machine Learning,deep learning,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Machine Learning,oop,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Machine Learning,hadoop,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Machine Learning,machine learning,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Machine Learning,wan,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Machine Learning,scala,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Machine Learning,nlp,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Machine Learning,software engineering,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Machine Learning,spark,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Machine Learning Principal Audio Engineer,deep learning,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Machine Learning Principal Audio Engineer,aws,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Machine Learning Principal Audio Engineer,scala,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Machine Learning Principal Audio Engineer,excel,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Machine Learning Principal Audio Engineer,python,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Machine Learning Principal Audio Engineer,sas,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Machine Learning Principal Audio Engineer,c/c++,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Machine Learning Principal Audio Engineer,natural language processing,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Machine Learning Principal Audio Engineer,agile,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Machine Learning Principal Audio Engineer,c++,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Machine Learning Principal Audio Engineer,lan,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Machine Learning Principal Audio Engineer,confluence,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Machine Learning Principal Audio Engineer,jira,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Machine Learning Principal Audio Engineer,git,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Machine Learning Principal Audio Engineer,kanban,0.0,gap,keyword_overlap_v1,2025-12-02T14:09:53.935173
CS Intelligent Systems,Machine Learning Principal Audio Engineer,statistics,1.0,match,keyword_overlap_v1,2025-12-02T14:09:53.935173
